English,System BG,Reference BG,en_idx,bg_idx,segment
Rod Cluster Control Assembly,Контролно събрание на Род Клъстер,,274,,dp
RCP,RCP,РСХПГХК,275,327,dp
Reactor Coolant Pump,Помпа за охлаждаща течност за реактори,Резервоар за съхранение на вода за презареждане на гориво в херметичната конструкция,276,328,dp
RCPB,RCPB,,277,,dp
Reactor Coolant Pressure Boundary,Граница на охлаждащото налягане на реактора,,278,,dp
RCS,RCS,САО,279,331,dp
Reactor Coolant System,Система за охлаждане на реактора,,280,,dp
RG,RG,САС,281,333,dp
Regulatory Guide,Регулаторен пътеводител,,282,,dp
RHWG,RHWG,,283,,dp
Reactor Harmonisation Working Group,Работна група по реакторна хармонизация,,284,,dp
RLE,RLE,СРМСВЗ,285,337,dp
Review Level Earthquake,Преразглеждане на земетресение на нивото,,286,,dp
RMS,RMS (RMS),,287,,dp
Radiation Monitoring System,Система за следене на радиацията,,288,,dp
RNS,RNS,СГП,289,341,dp
Normal Residual Heat Removal System,Нормална система за отстраняване на остатъчна топлина,,290,,dp
RSR,RSR,СКВ,291,343,dp
Remote Shutdown Room,Отдалечена стая за изключване,,292,,dp
RTNSS,РТНСС,СКОБР,293,345,dp
Regulatory Treatment of Nonsafety-related Systems,"Регулаторно третиране на системите, свързани с безопасността",Система за компенсиране на обема и борно регулиране,294,346,dp
SAMG,САМГ,СМЗБ,295,347,dp
Severe Accident Management Guidelines,Указания за управление на тежки аварии,Система за мониторинг на защитата и безопасността,296,348,dp
SFP,СФП,СОБОК,297,349,dp
Spent Fuel Pool,Изразен горивен басейн,Система за охлаждане на басейна за отлежаване на касети,298,350,dp
SFS,SFS,СОВ,299,351,dp
Spent Fuel Pool Cooling System,Охлаждаща система за отработено гориво,Система за отопление и вентилация на дизел-генераторна станция,300,352,dp
SG,SG,СОВК,301,353,dp
Steam Generator,Парен генератор,,302,,dp
SGTR,SGTR,СОППВ,303,355,dp
Steam Generator Tube Rupture,Парен генератор на тръба Rupture,,304,,dp
SRL,SRL,СОТ,305,357,dp
Safety Reference Level,Референтно ниво на безопасност,,306,,dp
SSC,ССК,СПО,307,359,dp
"Structures, Systems, and Components","Структури, системи и компоненти",,308,,dp
SWS,SWS,СПОД,309,361,dp
Service Water System,Сервизна водна система,,310,,dp
TSC,TSC,,311,,dp
Technical Support Center,Център за техническа поддръжка,,312,,dp
UK,Обединено кралство,СРЗ,313,365,dp
United Kingdom,Обединено кралство,,314,,dp
URD,УРД,СРК,315,367,dp
Utility Requirements Document,Документ за изискванията за комуналност,,316,,dp
US,САЩ,СТВ,317,369,dp
United States,Съединени щати,,318,,dp
VAS,АСПС,СТР,319,371,dp
Radiologically Controlled Area Ventilation System,Радиологично контролирана система за вентилация на зоната,,320,,dp
